StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/10/21 22:35,3/10/21 22:47,IP Address,*******,100,709,True,3/10/21 22:47,R_1LZkUSUdxE1F8SA,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fc1fa31ca481d301e00bfd1,White,Other,36,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,Yes,,,No,Northwest,Somewhat Support,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,"No,Explain your opinion.",The investigation is ongoing; it is not clear if he received payments or not.,No,,No,"No,Explain your opinion",Wait until the investigation is complete before giving him penalties ,,Agree,Completely Agree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 22:39,3/10/21 22:48,IP Address,*******,100,530,True,3/10/21 22:48,R_2R1xmkekvQilgqV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f931063e3ae1f094b740dff,Hispanic/Latinx,Male,31,Associate's Degree,,Independent,Yes,Liberal,0k-24k,No,,,No,Southwest,Somewhat Support,Somewhat Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Yes,,Very important,Agree,Completely Agree,Disagree,Moderately Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 22:49,3/10/21 22:50,IP Address,*******,100,19,True,3/10/21 22:50,R_CdXYZrxXM8CwBZT,*******,*******,*******,*******,,,anonymous,EN,"No, I do not want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 22:46,3/10/21 22:51,IP Address,*******,100,266,True,3/10/21 22:51,R_1eM3MCEkUdyKHpv,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fa628181418d321a560b8b4,"White,Hispanic/Latinx",Female,31,Associate's Degree,,Independent,Yes,Liberal,25k-50k,No,,,No,West Coast,Somewhat Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 22:44,3/10/21 22:53,IP Address,*******,100,531,True,3/10/21 22:53,R_yI11wbZzIL06jId,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f0b33e16edeb5429793f878,White,Other,53,Bachelor's Degree,,Independent,Yes,Liberal,0k-24k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,,Disagree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Moderately Disagree,Moderately Agree,Linked Fate Treatment Group
3/10/21 22:38,3/10/21 22:53,IP Address,*******,100,884,True,3/10/21 22:53,R_sHyScEYTc7WeYvL,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e49bcb73d16ec439477fd55,White,Female,60,"Some College, No Diploma",,Democrat,No,Liberal,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,There is white supremacy going on due to the Republicans ignoring what went on in the Capitol and police brutality against black men.,Extremely important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",Where did the expensive car come from?,"Yes,Explain your opinion",I'm not so sure he should ever be allowed to play.,No,"Yes,Explain your opinion",I'm not sure.,"Yes,Explain your opinion","It's the same, in my opinion, as bribery.","No,Explain your opinion","Like I said before, where did the car come from?","No,Explain your opinion",I think it's a very real concern.,No,Disagree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 22:41,3/10/21 22:53,IP Address,*******,100,741,True,3/10/21 22:53,R_11XQyKx5Sfn4a0U,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e0ea1a1fa3d105e3f5a7619,White,Male,38,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,Southwest,Strongly Support,Strongly Support,Strongly disagree,Strongly disagree,Moderately Hardworking,Moderately Intelligent,No,Same,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion","I think his father was wealthy enough for him to afford the cars and other perks. However, no one in their right mind would go to Tennessee unless they were being paid to go there.","Yes,Explain your opinion",A scholarship has some financial value. If he�s violating rules he needs tk be suspended.,No,"No,Explain your opinion",If he�s good enough tk play then he should play in the nfl.,"Yes,Explain your opinion",It�s against the rules.,"No,Explain your opinion",This is a poor me question. Consequences are real in Life.,"No,Explain your opinion",Opinions are like buttholes. Everyone can have one.,,Disagree,Completely Disagree,Agree,Neither Agree Nor Disagree,Moderately Disagree,Completely Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 22:45,3/10/21 22:54,IP Address,*******,100,535,True,3/10/21 22:54,R_2U4tmhtPzF46T4e,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f51474f42d1a7372eed7198,White,Male,33,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,Midwest,Strongly Support,Strongly Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,Explain your opinion.,"He did, but I don't agree with NCAA rules.",No,,No,No,,,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 22:48,3/10/21 22:55,IP Address,*******,100,415,True,3/10/21 22:55,R_1d53BaNnLzDN2rj,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5eb8ce032c2ae7833745c5c2,"White,Hispanic/Latinx",Female,23,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,25k-50k,No,,,No,Midwest,Somewhat Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Explain your opinion here.,Every aspect of our society is set up to benefit white Americans and oppress anyone else,Extremely important,,,,,,,"Yes,Explain your opinion.","He took expensive material items, if indirectly, that were intended for him. ","No,Explain your opinion",I don't think that is a fair rule since college athletes give up their bodies and minds to be unable to accept any monetary gifts. ,No,"No,Explain your opinion",I do not think that this is that serious of a mistake.,,Agree,Completely Agree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 22:39,3/10/21 22:55,IP Address,*******,100,984,True,3/10/21 22:55,R_2R21s2s5iTgO5az,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e529e8f31127d2b307b5858,White,Female,50,Associate's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,no,Agree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 22:46,3/10/21 22:56,IP Address,*******,100,613,True,3/10/21 22:56,R_UAusjHnh65hQyS5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d89a31c43734d0001b6a706,White,Female,36,High School Degree or GED,,Republican,Yes,Conservative,0k-24k,No,,,No,Northwest,Somewhat Support,Somewhat Support,Somewhat disagree,Somewhat agree,Marginally Lazy,Marginally Intelligent,Yes,Better,Explain your opinion here.,Nobody is setting anyone up to fail.,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,,Agree,Moderately Agree,Agree,,Moderately Disagree,Moderately Disagree,Completely Disagree,Linked Fate Treatment Group
3/10/21 22:53,3/10/21 22:57,IP Address,*******,100,273,True,3/10/21 22:57,R_9zSLl2x7LIdNnBn,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60491cd80d6bdbce37b9adef,White,Male,25,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,No,Same,No,,Not at all important,Agree,Neither Agree Nor Disagree,Agree,Completely Disagree,Neither Agree Nor Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 22:52,3/10/21 23:01,IP Address,*******,100,508,True,3/10/21 23:01,R_XRq9BVPS3YbBKgh,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5b67bffa9ed653000189ff3c,Hispanic/Latinx,Male,28,Bachelor's Degree,,Democrat,Yes,Moderate,51k-100k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,Some systems -- Absolutely,Very important,,,,,,,Explain your opinion.,Violated Rules. Don't know if I agree with rules.,Explain your opinion,Undecided,No,Explain your opinion,Undecided,Thanks,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 22:57,3/10/21 23:01,IP Address,*******,100,219,True,3/10/21 23:01,R_2xRjrE52CWrYAnO,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f06e8146c99472609ebcf8a,Hispanic/Latinx,Female,20,"Some College, No Diploma",,Independent,Yes,Moderate,0k-24k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 22:53,3/10/21 23:02,IP Address,*******,100,501,True,3/10/21 23:02,R_72i02n2oiJUNdTj,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fad858930666e0f62653d27,White,Male,27,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Moderate,51k-100k,No,,,No,West Coast,Somewhat Support,Somewhat Oppose,Strongly disagree,Somewhat agree,Marginally Hardworking,Marginally Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Yes,,Yes,,,Agree,Moderately Disagree,Agree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 22:57,3/10/21 23:03,IP Address,*******,100,348,True,3/10/21 23:03,R_2uBUCyZsedXPlxi,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dfab99508267580dcdafe05,White,Male,36,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Mid Atlantic,Somewhat Support,Somewhat Oppose,Strongly disagree,Strongly agree,Marginally Lazy,Neutral,No,Worse,Explain your opinion here.,There is widespread discrimination in political and legal arenas.,Slightly important,Agree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 22:57,3/10/21 23:03,IP Address,*******,100,384,True,3/10/21 23:03,R_2R3Qg7RXfMMsshA,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ec967b73fdeb70aad0322d8,Asian or Asian American,Male,26,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,Yes,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,,Agree,Moderately Agree,Explain your opinion.,"It is unfortunate, and potentially detrimental to the future careers of the athletes, but they should not fully compete for the sake of everyone's safety.",Moderately Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:00,3/10/21 23:04,IP Address,*******,100,253,True,3/10/21 23:04,R_2CBtUgBS1GzgTwo,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60067fd5329f8f92a34200d3,Hispanic/Latinx,Male,26,Bachelor's Degree,,Independent,Yes,Liberal,51k-100k,Yes,,,No,West Coast,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,Yes,,No,,No,No,,,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
